customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
TEL102285,Female,1,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,943.38,No
TEL102286,Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,102.35,4589.66,No
TEL102287,Female,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.69,1324.26,No
TEL102288,Female,0,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card,52.08,1392.55,No
TEL102289,Male,0,No,Yes,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,57.5,608.71,No
TEL102290,Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,107.72,3420.0,No
TEL102291,Male,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,25.06,606.18,No
TEL102292,Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,24.54,247.69,No
TEL102293,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,105.77,7716.09,No
TEL102294,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,97.22,3067.49,No
TEL102295,Female,1,No,No,46,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,98.52,4436.71,No
TEL102296,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,36.89,958.85,No
TEL102297,Male,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,30.72,444.35,Yes
TEL102298,Male,1,Yes,No,48,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,58.19,2846.8,Yes
TEL102299,Female,0,Yes,No,72,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,47.83,,Yes
TEL102300,Male,0,Yes,No,59,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,60.92,3173.41,No
TEL102301,Male,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.45,1063.05,No
TEL102302,Female,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,109.01,2729.94,Yes
TEL102303,Female,0,Yes,No,36,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer,57.38,1909.03,No
TEL102304,Female,0,No,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card,79.54,3525.97,No
TEL102305,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,86.49,1674.38,No
TEL102306,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,98.48,5316.9,Yes
TEL102307,Male,0,No,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.16,2108.21,No
TEL102308,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,96.47,466.83,No
TEL102309,Female,0,No,Yes,14,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.83,1038.29,Yes
TEL102310,Male,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.2,858.07,No
TEL102311,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.16,1090.5,No
TEL102312,Female,0,Yes,No,55,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,82.21,4713.95,No
TEL102313,Male,0,No,No,37,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,102.7,3647.75,No
TEL102314,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,100.28,862.21,Yes
TEL102315,Male,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,93.46,4321.25,No
TEL102316,Male,1,No,No,24,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,80.43,1835.72,No
TEL102317,Male,1,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer,90.51,903.03,No
TEL102318,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer,98.57,4174.95,No
TEL102319,Female,0,No,Yes,52,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,59.41,3152.53,No
TEL102320,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,102.39,3382.96,No
TEL102321,Male,0,No,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,87.03,3291.86,No
TEL102322,Male,0,No,No,33,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,73.45,2419.13,No
TEL102323,Female,1,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.24,1837.55,No
TEL102324,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer,100.72,2666.18,Yes
TEL102325,Female,0,No,No,4,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,86.19,341.06,No
TEL102326,Male,1,No,Yes,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,84.95,1191.55,No
TEL102327,Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,63.33,1114.14,No
TEL102328,Male,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.19,597.85,No
TEL102329,Male,0,Yes,No,26,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,72.99,1967.27,No
TEL102330,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,102.06,6474.5,Yes
TEL102331,Female,1,Yes,No,30,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card,70.6,1932.53,No
TEL102332,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,95.43,3996.23,No
TEL102333,Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,97.77,2703.58,No
TEL102334,Female,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,87.1,3057.12,No
TEL102335,Female,1,No,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,21.24,794.34,No
TEL102336,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.27,2052.76,No
TEL102337,Female,0,No,No,58,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card,64.45,3098.79,No
TEL102338,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.37,162.72,No
TEL102339,Male,1,Yes,Yes,17,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,60.68,1209.93,No
TEL102340,Male,0,No,No,24,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,95.01,2564.83,Yes
TEL102341,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,38.93,2318.87,No
TEL102342,Female,1,Yes,No,36,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.16,2684.59,No
TEL102343,Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,110.36,2857.31,No
TEL102344,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,89.44,991.97,No
TEL102345,Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.39,5176.75,Yes
TEL102346,Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.46,1291.76,No
TEL102347,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,105.07,1484.69,Yes
TEL102348,Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.64,659.78,Yes
TEL102349,Female,0,Yes,No,29,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,56.04,1503.25,No
TEL102350,Female,0,Yes,No,29,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,71.95,2212.06,No
TEL102351,Female,0,No,Yes,71,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,86.04,6893.38,No
TEL102352,Female,1,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,35.02,633.88,No
TEL102353,Male,0,Yes,No,17,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,81.35,1446.31,Yes
TEL102354,Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card,103.99,1690.27,No
TEL102355,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.94,283.62,No
TEL102356,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.51,979.91,No
TEL102357,Male,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,95.46,4648.95,No
TEL102358,Female,0,No,Yes,52,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer,68.4,3545.64,No
TEL102359,Male,0,No,Yes,13,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card,74.84,953.43,Yes
TEL102360,Female,0,No,No,57,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,65.32,4223.99,No
TEL102361,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,97.55,2915.28,No
TEL102362,Female,1,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.01,181.04,No
TEL102363,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.12,1563.12,No
TEL102364,Female,0,No,No,58,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer,90.28,5100.26,No
TEL102365,Male,0,Yes,No,20,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,66.49,1441.05,No
TEL102366,Male,0,No,No,30,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer,48.12,1326.3,No
TEL102367,Male,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,87.48,2426.18,No
TEL102368,Male,1,No,No,32,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.9,2962.94,Yes
TEL102369,Male,1,Yes,No,25,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.84,1651.52,Yes
TEL102370,Male,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,88.46,3079.35,No
TEL102371,Female,1,Yes,Yes,4,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,76.87,280.74,No
TEL102372,Male,0,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card,62.64,1350.31,No
TEL102373,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,30.33,746.96,No
TEL102374,Female,0,Yes,No,43,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,93.91,4374.7,No
TEL102375,Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,100.36,453.27,Yes
TEL102376,Female,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,101.1,5451.21,No
TEL102377,Male,1,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,32.38,1059.37,No
TEL102378,Female,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,82.91,4471.39,No
TEL102379,Female,0,No,No,38,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,72.37,2806.49,No
TEL102380,Male,0,No,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,110.7,7972.95,No
TEL102381,Male,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,84.69,2821.37,No
TEL102382,Female,1,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,25.25,169.46,Yes
TEL102383,Male,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,114.37,4730.11,No
TEL102384,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,93.56,3465.32,No
TEL102385,Female,0,Yes,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.91,453.19,No
TEL102386,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,72.91,2580.97,Yes
TEL102387,Female,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.06,1198.07,No
TEL102388,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,105.27,3573.85,No
TEL102389,Female,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.26,377.7,No
TEL102390,Male,0,No,No,72,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,75.24,5367.35,No
TEL102391,Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,103.44,5118.54,No
TEL102392,Female,0,No,Yes,29,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,67.23,1714.73,No
TEL102393,Male,0,Yes,No,24,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card,62.84,1608.47,No
TEL102394,Male,1,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,110.05,,No
TEL102395,Female,1,No,Yes,34,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,68.86,2326.23,Yes
TEL102396,Female,0,Yes,No,10,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Mailed check,31.49,331.99,No
TEL102397,Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.94,6867.66,No
TEL102398,Male,1,No,No,21,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,82.1,1679.19,No
TEL102399,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,107.27,1025.6,No
TEL102400,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,95.34,3268.51,No
TEL102401,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,74.56,1360.09,No
TEL102402,Female,0,No,No,27,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,97.84,2459.5,No
TEL102403,Female,0,Yes,No,39,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,62.2,2715.2,No
TEL102404,Male,0,Yes,Yes,2,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer,57.45,123.68,No
TEL102405,Female,0,No,No,32,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,72.13,2286.83,No
TEL102406,Male,1,Yes,No,60,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,64.33,3559.64,No
TEL102407,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,77.05,822.83,No
TEL102408,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,95.4,297.46,Yes
TEL102409,Male,0,No,No,50,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,105.56,6113.02,No
TEL102410,Female,0,No,No,31,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,54.02,1755.33,No
TEL102411,Male,0,No,Yes,42,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,96.6,3616.27,No
TEL102412,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,21.97,472.42,No
TEL102413,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,105.28,3361.08,No
TEL102414,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.39,1724.72,No
TEL102415,Male,0,Yes,No,42,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card,63.95,2598.58,No
TEL102416,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,98.17,1107.51,No
TEL102417,Male,1,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer,98.44,5971.18,No
TEL102418,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,107.17,2456.13,No
TEL102419,Male,0,No,Yes,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.42,464.03,No
TEL102420,Male,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,102.42,1768.76,Yes
TEL102421,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,23.26,275.02,No
TEL102422,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,92.56,2541.36,No
TEL102423,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card,100.1,5794.51,No
TEL102424,Male,0,No,Yes,49,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,73.04,3206.66,No
TEL102425,Female,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,117.94,2477.2,No
TEL102426,Male,1,No,Yes,40,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,93.5,4299.22,No
TEL102427,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,104.1,2211.17,No
TEL102428,Female,0,No,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,392.91,No
TEL102429,Male,1,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,83.12,3215.77,No
TEL102430,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card,106.39,1158.62,Yes
TEL102431,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,117.32,2766.36,Yes
TEL102432,Male,0,Yes,No,26,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card,74.35,2136.35,No
TEL102433,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.85,1382.48,No
TEL102434,Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card,103.61,3772.29,No
TEL102435,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.5,841.09,No
TEL102436,Female,0,No,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,18.0,242.57,No
TEL102437,Female,0,Yes,No,10,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,64.21,572.1,No
TEL102438,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,67.72,1949.42,No
TEL102439,Male,1,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,103.72,1643.63,No
TEL102440,Male,1,Yes,No,22,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,69.64,1466.56,Yes
TEL102441,Male,0,Yes,No,2,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer,57.35,118.64,No
TEL102442,Male,0,No,Yes,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,90.41,2401.08,No
TEL102443,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,104.2,2158.64,No
TEL102444,Female,0,No,Yes,11,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.01,693.19,No
TEL102445,Female,0,Yes,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,18.0,789.63,No
TEL102446,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,107.01,2502.07,Yes
TEL102447,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,101.09,3124.53,No
TEL102448,Female,0,No,Yes,45,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card,70.01,3368.16,No
TEL102449,Male,0,Yes,No,41,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.21,2938.66,No
TEL102450,Female,0,Yes,No,9,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card,80.52,759.59,Yes
TEL102451,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.27,795.9,Yes
TEL102452,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,36.14,629.15,Yes
TEL102453,Male,0,Yes,Yes,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,57.0,3797.8,No
TEL102454,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,118.89,8235.06,No
TEL102455,Male,0,No,No,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,105.1,6549.33,No
TEL102456,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,51.31,2589.74,No
TEL102457,Female,0,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,546.6,No
TEL102458,Male,0,No,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card,104.79,4995.53,No
TEL102459,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,99.54,624.05,No
TEL102460,Male,0,No,No,18,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,66.93,1230.72,No
TEL102461,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,60.13,2123.6,No
TEL102462,Male,0,No,Yes,25,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,115.72,2771.93,No
TEL102463,Female,1,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,99.35,1133.8,No
TEL102464,Male,1,No,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,91.82,3480.72,Yes
TEL102465,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.36,2360.56,No
TEL102466,Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,87.42,5040.2,No
TEL102467,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,31.1,,No
